GPS,PlusPoint,
"36.18658599999999,-117.66668500000006",858458PM+J8, 858458PM+J8
"36.18658599999999,-117.46668500000006",85845GPM+J8, 85845GPM+J8
"36.18658599999999,-117.26668500000005",85845PPM+J8, 85845PPM+J8
"36.18658599999999,-117.06668500000005",85845WPM+J8, 85845WPM+J8
"36.28258599999999,-117.86668500000006",858474MM+28, 858474MM+28
"36.28258599999999,-117.66668500000006",858478MM+28, 858478MM+28
"36.28258599999999,-117.46668500000006",85847GMM+28, 85847GMM+28
"36.28258599999999,-117.26668500000005",85847PMM+28, 85847PMM+28
"36.28258599999999,-117.06668500000005",85847WMM+28, 85847WMM+28
"36.378585999999984,-117.86668500000006",858494HM+C8, 858494HM+C8
"36.378585999999984,-117.66668500000006",858498HM+C8, 858498HM+C8
"36.378585999999984,-117.46668500000006",85849GHM+C8, 85849GHM+C8
"36.378585999999984,-117.26668500000005",85849PHM+C8, 85849PHM+C8
"36.378585999999984,-117.06668500000005",85849WHM+C8, 85849WHM+C8
"36.47458599999998,-117.86668500000006",8584F4FM+R8, 8584F4FM+R8
"36.47458599999998,-117.66668500000006",8584F8FM+R8, 8584F8FM+R8
"36.47458599999998,-117.46668500000006",8584FGFM+R8, 8584FGFM+R8
"36.47458599999998,-117.26668500000005",8584FPFM+R8, 8584FPFM+R8
"36.47458599999998,-117.06668500000005",8584FWFM+R8, 8584FWFM+R8
"36.57058599999998,-117.86668500000006",8584H4CM+68, 8584H4CM+68
"36.57058599999998,-117.66668500000006",8584H8CM+68, 8584H8CM+68
"36.57058599999998,-117.46668500000006",8584HGCM+68, 8584HGCM+68
"36.57058599999998,-117.26668500000005",8584HPCM+68, 8584HPCM+68
"36.666585999999974,-117.86668500000006",8584M48M+J8, 8584M48M+J8
"36.666585999999974,-117.66668500000006",8584M88M+J8, 8584M88M+J8
"36.666585999999974,-117.46668500000006",8584MG8M+J8, 8584MG8M+J8
"36.666585999999974,-117.26668500000005",8584MP8M+J8, 8584MP8M+J8
"36.76258599999997,-117.86668500000006",8584Q47M+28, 8584Q47M+28
"36.76258599999997,-117.66668500000006",8584Q87M+28, 8584Q87M+28
"36.76258599999997,-117.46668500000006",8584QG7M+28, 8584QG7M+28
"36.76258599999997,-117.26668500000005",8584QP7M+28, 8584QP7M+28
"36.76258599999997,-117.06668500000005",8584QW7M+28, 8584QW7M+28
"36.85858599999997,-117.86668500000006",8584V45M+C8, 8584V45M+C8
"36.85858599999997,-117.66668500000006",8584V85M+C8, 8584V85M+C8
"36.85858599999997,-117.46668500000006",8584VG5M+C8, 8584VG5M+C8
"36.85858599999997,-117.26668500000005",8584VP5M+C8, 8584VP5M+C8
"36.95458599999996,-117.86668500000006",8584X43M+R8, 8584X43M+R8
"36.95458599999996,-117.66668500000006",8584X83M+R8, 8584X83M+R8
"36.95458599999996,-117.46668500000006",8584XG3M+R8, 8584XG3M+R8
"36.95458599999996,-117.26668500000005",8584XP3M+R8, 8584XP3M+R8
"36.85858599999997,-116.86668500000005",8585V45M+C8, 8585V45M+C8
"36.85858599999997,-116.66668500000004",8585V85M+C8, 8585V85M+C8
"36.95458599999996,-116.86668500000005",8585X43M+R8, 8585X43M+R8
"36.47458599999998,-114.066685",8587FWFM+R8, 8587FWFM+R8
"36.57058599999998,-114.066685",8587HWCM+68, 8587HWCM+68
"36.666585999999974,-114.066685",8587MW8M+J8, 8587MW8M+J8
"36.76258599999997,-114.26668500000001",8587QP7M+28, 8587QP7M+28
"36.76258599999997,-114.066685",8587QW7M+28, 8587QW7M+28
"36.85858599999997,-114.26668500000001",8587VP5M+C8, 8587VP5M+C8
"36.85858599999997,-114.066685",8587VW5M+C8, 8587VW5M+C8
"36.95458599999996,-114.46668500000001",8587XG3M+R8, 8587XG3M+R8
"36.95458599999996,-114.066685",8587XW3M+R8, 8587XW3M+R8
"36.57058599999998,-113.866685",8588H4CM+68, 8588H4CM+68
"36.47458599999998,-112.06668499999998",8589FWFM+R8, 8589FWFM+R8
"36.666585999999974,-112.06668499999998",8589MW8M+J8, 8589MW8M+J8
"36.85858599999997,-112.66668499999999",8589V85M+C8, 8589V85M+C8
"36.85858599999997,-112.46668499999998",8589VG5M+C8, 8589VG5M+C8
"36.378585999999984,-111.66668499999997",858C98HM+C8, 858C98HM+C8
"36.378585999999984,-111.06668499999996",858C9WHM+C8, 858C9WHM+C8
"36.47458599999998,-111.66668499999997",858CF8FM+R8, 858CF8FM+R8
"36.47458599999998,-111.06668499999996",858CFWFM+R8, 858CFWFM+R8
"36.57058599999998,-111.66668499999997",858CH8CM+68, 858CH8CM+68
"36.57058599999998,-111.06668499999996",858CHWCM+68, 858CHWCM+68
"36.666585999999974,-111.66668499999997",858CM88M+J8, 858CM88M+J8
"36.76258599999997,-111.46668499999997",858CQG7M+28, 858CQG7M+28
"36.85858599999997,-111.46668499999997",858CVG5M+C8, 858CVG5M+C8
"36.95458599999996,-111.66668499999997",858CX83M+R8, 858CX83M+R8
"36.95458599999996,-111.06668499999996",858CXW3M+R8, 858CXW3M+R8
"36.57058599999998,-110.86668499999996",858FH4CM+68, 858FH4CM+68
"36.57058599999998,-110.26668499999995",858FHPCM+68, 858FHPCM+68
"36.666585999999974,-110.86668499999996",858FM48M+J8, 858FM48M+J8
"36.666585999999974,-110.26668499999995",858FMP8M+J8, 858FMP8M+J8
"36.76258599999997,-110.86668499999996",858FQ47M+28, 858FQ47M+28
"36.85858599999997,-110.86668499999996",858FV45M+C8, 858FV45M+C8
"36.85858599999997,-110.66668499999996",858FV85M+C8, 858FV85M+C8
"36.95458599999996,-110.66668499999996",858FX83M+R8, 858FX83M+R8
"36.47458599999998,-109.46668499999994",858GFGFM+R8, 858GFGFM+R8
"36.57058599999998,-109.86668499999995",858GH4CM+68, 858GH4CM+68
"36.57058599999998,-109.46668499999994",858GHGCM+68, 858GHGCM+68
"36.666585999999974,-109.86668499999995",858GM48M+J8, 858GM48M+J8
"36.76258599999997,-109.86668499999995",858GQ47M+28, 858GQ47M+28
"36.76258599999997,-109.66668499999994",858GQ87M+28, 858GQ87M+28
"36.76258599999997,-109.46668499999994",858GQG7M+28, 858GQG7M+28
"36.76258599999997,-109.26668499999994",858GQP7M+28, 858GQP7M+28
"36.85858599999997,-109.86668499999995",858GV45M+C8, 858GV45M+C8
"36.85858599999997,-109.66668499999994",858GV85M+C8, 858GV85M+C8
"36.85858599999997,-109.46668499999994",858GVG5M+C8, 858GVG5M+C8
"36.85858599999997,-109.26668499999994",858GVP5M+C8, 858GVP5M+C8
"36.95458599999996,-109.66668499999994",858GX83M+R8, 858GX83M+R8
"36.95458599999996,-109.46668499999994",858GXG3M+R8, 858GXG3M+R8
"36.95458599999996,-109.26668499999994",858GXP3M+R8, 858GXP3M+R8
"37.434585999999946,-118.06668500000006",8593CWMM+R8, 8593CWMM+R8
"37.53058599999994,-118.06668500000006",8593GWJM+68, 8593GWJM+68
"37.05058599999996,-117.86668500000006",8594342M+68, 8594342M+68
"37.05058599999996,-117.66668500000006",8594382M+68, 8594382M+68
"37.05058599999996,-117.46668500000006",85943G2M+68, 85943G2M+68
"37.05058599999996,-117.26668500000005",85943P2M+68, 85943P2M+68
"37.05058599999996,-117.06668500000005",85943W2M+68, 85943W2M+68
"37.14658599999996,-117.86668500000006",859444WM+J8, 859444WM+J8
"37.14658599999996,-117.66668500000006",859448WM+J8, 859448WM+J8
"37.14658599999996,-117.46668500000006",85944GWM+J8, 85944GWM+J8
"37.14658599999996,-117.26668500000005",85944PWM+J8, 85944PWM+J8
"37.14658599999996,-117.06668500000005",85944WWM+J8, 85944WWM+J8
"37.24258599999995,-117.86668500000006",859464VM+28, 859464VM+28
"37.24258599999995,-117.66668500000006",859468VM+28, 859468VM+28
"37.24258599999995,-117.46668500000006",85946GVM+28, 85946GVM+28
"37.24258599999995,-117.26668500000005",85946PVM+28, 85946PVM+28
"37.24258599999995,-117.06668500000005",85946WVM+28, 85946WVM+28
"37.33858599999995,-117.86668500000006",859484QM+C8, 859484QM+C8
"37.33858599999995,-117.66668500000006",859488QM+C8, 859488QM+C8
"37.33858599999995,-117.46668500000006",85948GQM+C8, 85948GQM+C8
"37.33858599999995,-117.26668500000005",85948PQM+C8, 85948PQM+C8
"37.33858599999995,-117.06668500000005",85948WQM+C8, 85948WQM+C8
"37.434585999999946,-117.86668500000006",8594C4MM+R8, 8594C4MM+R8
"37.434585999999946,-117.66668500000006",8594C8MM+R8, 8594C8MM+R8
"37.434585999999946,-117.46668500000006",8594CGMM+R8, 8594CGMM+R8
"37.434585999999946,-117.26668500000005",8594CPMM+R8, 8594CPMM+R8
"37.434585999999946,-117.06668500000005",8594CWMM+R8, 8594CWMM+R8
"37.53058599999994,-117.86668500000006",8594G4JM+68, 8594G4JM+68
"37.53058599999994,-117.66668500000006",8594G8JM+68, 8594G8JM+68
"37.53058599999994,-117.46668500000006",8594GGJM+68, 8594GGJM+68
"37.53058599999994,-117.26668500000005",8594GPJM+68, 8594GPJM+68
"37.62658599999994,-117.86668500000006",8594J4GM+J8, 8594J4GM+J8
"37.62658599999994,-117.66668500000006",8594J8GM+J8, 8594J8GM+J8
"37.62658599999994,-117.46668500000006",8594JGGM+J8, 8594JGGM+J8
"37.62658599999994,-117.26668500000005",8594JPGM+J8, 8594JPGM+J8
"37.62658599999994,-117.06668500000005",8594JWGM+J8, 8594JWGM+J8
"37.722585999999936,-117.86668500000006",8594P4FM+28, 8594P4FM+28
"37.722585999999936,-117.66668500000006",8594P8FM+28, 8594P8FM+28
"37.722585999999936,-117.46668500000006",8594PGFM+28, 8594PGFM+28
"37.722585999999936,-117.26668500000005",8594PPFM+28, 8594PPFM+28
"37.722585999999936,-117.06668500000005",8594PWFM+28, 8594PWFM+28
"37.81858599999993,-117.86668500000006",8594R49M+C8, 8594R49M+C8
"37.81858599999993,-117.66668500000006",8594R89M+C8, 8594R89M+C8
"37.81858599999993,-117.46668500000006",8594RG9M+C8, 8594RG9M+C8
"37.81858599999993,-117.26668500000005",8594RP9M+C8, 8594RP9M+C8
"37.81858599999993,-117.06668500000005",8594RW9M+C8, 8594RW9M+C8
"37.91458599999993,-117.86668500000006",8594W47M+R8, 8594W47M+R8
"37.91458599999993,-117.66668500000006",8594W87M+R8, 8594W87M+R8
"37.91458599999993,-117.46668500000006",8594WG7M+R8, 8594WG7M+R8
"37.91458599999993,-117.26668500000005",8594WP7M+R8, 8594WP7M+R8
"37.91458599999993,-117.06668500000005",8594WW7M+R8, 8594WW7M+R8
"37.05058599999996,-116.86668500000005",8595342M+68, 8595342M+68
"37.05058599999996,-116.46668500000004",85953G2M+68, 85953G2M+68
"37.05058599999996,-116.26668500000004",85953P2M+68, 85953P2M+68
"37.05058599999996,-116.06668500000004",85953W2M+68, 85953W2M+68
"37.14658599999996,-116.86668500000005",859544WM+J8, 859544WM+J8
"37.14658599999996,-116.66668500000004",859548WM+J8, 859548WM+J8
"37.14658599999996,-116.46668500000004",85954GWM+J8, 85954GWM+J8
"37.14658599999996,-116.26668500000004",85954PWM+J8, 85954PWM+J8
"37.14658599999996,-116.06668500000004",85954WWM+J8, 85954WWM+J8
"37.24258599999995,-116.86668500000005",859564VM+28, 859564VM+28
"37.24258599999995,-116.66668500000004",859568VM+28, 859568VM+28
"37.24258599999995,-116.46668500000004",85956GVM+28, 85956GVM+28
"37.24258599999995,-116.06668500000004",85956WVM+28, 85956WVM+28
"37.33858599999995,-116.86668500000005",859584QM+C8, 859584QM+C8
"37.33858599999995,-116.66668500000004",859588QM+C8, 859588QM+C8
"37.33858599999995,-116.46668500000004",85958GQM+C8, 85958GQM+C8
"37.33858599999995,-116.26668500000004",85958PQM+C8, 85958PQM+C8
"37.33858599999995,-116.06668500000004",85958WQM+C8, 85958WQM+C8
"37.434585999999946,-116.86668500000005",8595C4MM+R8, 8595C4MM+R8
"37.434585999999946,-116.66668500000004",8595C8MM+R8, 8595C8MM+R8
"37.434585999999946,-116.46668500000004",8595CGMM+R8, 8595CGMM+R8
"37.434585999999946,-116.26668500000004",8595CPMM+R8, 8595CPMM+R8
"37.434585999999946,-116.06668500000004",8595CWMM+R8, 8595CWMM+R8
"37.53058599999994,-116.86668500000005",8595G4JM+68, 8595G4JM+68
"37.53058599999994,-116.66668500000004",8595G8JM+68, 8595G8JM+68
"37.53058599999994,-116.46668500000004",8595GGJM+68, 8595GGJM+68
"37.53058599999994,-116.26668500000004",8595GPJM+68, 8595GPJM+68
"37.53058599999994,-116.06668500000004",8595GWJM+68, 8595GWJM+68
"37.62658599999994,-116.86668500000005",8595J4GM+J8, 8595J4GM+J8
"37.62658599999994,-116.46668500000004",8595JGGM+J8, 8595JGGM+J8
"37.62658599999994,-116.26668500000004",8595JPGM+J8, 8595JPGM+J8
"37.62658599999994,-116.06668500000004",8595JWGM+J8, 8595JWGM+J8
"37.722585999999936,-116.86668500000005",8595P4FM+28, 8595P4FM+28
"37.722585999999936,-116.66668500000004",8595P8FM+28, 8595P8FM+28
"37.722585999999936,-116.46668500000004",8595PGFM+28, 8595PGFM+28
"37.722585999999936,-116.26668500000004",8595PPFM+28, 8595PPFM+28
"37.722585999999936,-116.06668500000004",8595PWFM+28, 8595PWFM+28
"37.81858599999993,-116.86668500000005",8595R49M+C8, 8595R49M+C8
"37.81858599999993,-116.66668500000004",8595R89M+C8, 8595R89M+C8
"37.81858599999993,-116.46668500000004",8595RG9M+C8, 8595RG9M+C8
"37.81858599999993,-116.26668500000004",8595RP9M+C8, 8595RP9M+C8
"37.81858599999993,-116.06668500000004",8595RW9M+C8, 8595RW9M+C8
"37.91458599999993,-116.86668500000005",8595W47M+R8, 8595W47M+R8
"37.91458599999993,-116.66668500000004",8595W87M+R8, 8595W87M+R8
"37.91458599999993,-116.46668500000004",8595WG7M+R8, 8595WG7M+R8
"37.91458599999993,-116.26668500000004",8595WP7M+R8, 8595WP7M+R8
"37.91458599999993,-116.06668500000004",8595WW7M+R8, 8595WW7M+R8
"37.05058599999996,-115.86668500000003",8596342M+68, 8596342M+68
"37.05058599999996,-115.46668500000003",85963G2M+68, 85963G2M+68
"37.05058599999996,-115.26668500000002",85963P2M+68, 85963P2M+68
"37.14658599999996,-115.86668500000003",859644WM+J8, 859644WM+J8
"37.14658599999996,-115.66668500000003",859648WM+J8, 859648WM+J8
"37.14658599999996,-115.46668500000003",85964GWM+J8, 85964GWM+J8
"37.14658599999996,-115.26668500000002",85964PWM+J8, 85964PWM+J8
"37.14658599999996,-115.06668500000002",85964WWM+J8, 85964WWM+J8
"37.24258599999995,-115.86668500000003",859664VM+28, 859664VM+28
"37.24258599999995,-115.66668500000003",859668VM+28, 859668VM+28
"37.24258599999995,-115.46668500000003",85966GVM+28, 85966GVM+28
"37.24258599999995,-115.26668500000002",85966PVM+28, 85966PVM+28
"37.24258599999995,-115.06668500000002",85966WVM+28, 85966WVM+28
"37.33858599999995,-115.86668500000003",859684QM+C8, 859684QM+C8
"37.33858599999995,-115.66668500000003",859688QM+C8, 859688QM+C8
"37.33858599999995,-115.46668500000003",85968GQM+C8, 85968GQM+C8
"37.33858599999995,-115.26668500000002",85968PQM+C8, 85968PQM+C8
"37.33858599999995,-115.06668500000002",85968WQM+C8, 85968WQM+C8
"37.434585999999946,-115.86668500000003",8596C4MM+R8, 8596C4MM+R8
"37.434585999999946,-115.66668500000003",8596C8MM+R8, 8596C8MM+R8
"37.434585999999946,-115.46668500000003",8596CGMM+R8, 8596CGMM+R8
"37.434585999999946,-115.26668500000002",8596CPMM+R8, 8596CPMM+R8
"37.53058599999994,-115.86668500000003",8596G4JM+68, 8596G4JM+68
"37.53058599999994,-115.66668500000003",8596G8JM+68, 8596G8JM+68
"37.53058599999994,-115.46668500000003",8596GGJM+68, 8596GGJM+68
"37.53058599999994,-115.26668500000002",8596GPJM+68, 8596GPJM+68
"37.62658599999994,-115.86668500000003",8596J4GM+J8, 8596J4GM+J8
"37.62658599999994,-115.66668500000003",8596J8GM+J8, 8596J8GM+J8
"37.62658599999994,-115.46668500000003",8596JGGM+J8, 8596JGGM+J8
"37.62658599999994,-115.26668500000002",8596JPGM+J8, 8596JPGM+J8
"37.62658599999994,-115.06668500000002",8596JWGM+J8, 8596JWGM+J8
"37.722585999999936,-115.86668500000003",8596P4FM+28, 8596P4FM+28
"37.722585999999936,-115.66668500000003",8596P8FM+28, 8596P8FM+28
"37.722585999999936,-115.46668500000003",8596PGFM+28, 8596PGFM+28
"37.722585999999936,-115.26668500000002",8596PPFM+28, 8596PPFM+28
"37.722585999999936,-115.06668500000002",8596PWFM+28, 8596PWFM+28
"37.81858599999993,-115.86668500000003",8596R49M+C8, 8596R49M+C8
"37.81858599999993,-115.66668500000003",8596R89M+C8, 8596R89M+C8
"37.81858599999993,-115.46668500000003",8596RG9M+C8, 8596RG9M+C8
"37.81858599999993,-115.26668500000002",8596RP9M+C8, 8596RP9M+C8
"37.81858599999993,-115.06668500000002",8596RW9M+C8, 8596RW9M+C8
"37.91458599999993,-115.86668500000003",8596W47M+R8, 8596W47M+R8
"37.91458599999993,-115.66668500000003",8596W87M+R8, 8596W87M+R8
"37.91458599999993,-115.46668500000003",8596WG7M+R8, 8596WG7M+R8
"37.91458599999993,-115.26668500000002",8596WP7M+R8, 8596WP7M+R8
"37.91458599999993,-115.06668500000002",8596WW7M+R8, 8596WW7M+R8
"37.05058599999996,-114.86668500000002",8597342M+68, 8597342M+68
"37.05058599999996,-114.66668500000002",8597382M+68, 8597382M+68
"37.05058599999996,-114.46668500000001",85973G2M+68, 85973G2M+68
"37.05058599999996,-114.066685",85973W2M+68, 85973W2M+68
"37.14658599999996,-114.86668500000002",859744WM+J8, 859744WM+J8
"37.14658599999996,-114.66668500000002",859748WM+J8, 859748WM+J8
"37.14658599999996,-114.46668500000001",85974GWM+J8, 85974GWM+J8
"37.14658599999996,-114.26668500000001",85974PWM+J8, 85974PWM+J8
"37.14658599999996,-114.066685",85974WWM+J8, 85974WWM+J8
"37.24258599999995,-114.86668500000002",859764VM+28, 859764VM+28
"37.24258599999995,-114.66668500000002",859768VM+28, 859768VM+28
"37.24258599999995,-114.46668500000001",85976GVM+28, 85976GVM+28
"37.24258599999995,-114.26668500000001",85976PVM+28, 85976PVM+28
"37.24258599999995,-114.066685",85976WVM+28, 85976WVM+28
